Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Latvia,,,,,,,,,,,,,,,,71.54,71.65,74.73,75.56,77.48,76.06,76.85,76.46,68.40,69.25,63.27,64.73,68.52,65.79,66.54,69.10,71.92,74.29,73.60,72.58,73.90,70.19,68.94,71.42
Lebanon,35.33,30.88,31.92,29.00,25.96,23.58,24.83,36.96,49.04,56.08,62.88,63.08,61.17,62.30,55.98,54.40,59.71,58.48,55.81,55.21,57.13,58.08,57.46,58.38,57.83,57.98,60.92,59.54,61.65,58.69,58.50,63.04,60.90,58.10,57.81,55.81,52.67,50.25,45.63
Liberia,44.42,38.46,34.21,33.21,34.88,29.63,25.54,15.79,13.04,15.17,22.75,25.17,27.21,33.93,40.50,43.15,47.67,49.94,46.94,39.97,40.15,44.75,48.65,50.38,52.48,54.42,53.50,60.04,59.10,56.52,51.15,50.17,52.94,55.69,54.58,52.00,52.40,54.40,58.54
Libya,39.04,40.21,39.75,38.13,42.29,42.75,46.71,56.08,63.42,67.50,66.42,66.33,64.00,63.88,64.58,61.87,68.00,71.36,69.60,75.21,76.85,79.10,81.17,81.08,81.63,74.83,79.81,71.21,75.33,72.79,60.71,53.96,50.85,54.60,66.06,67.67,61.17,61.46,69.81
Lithuania,,,,,,,,,,,,,,,,73.37,71.33,74.00,74.33,76.17,75.65,76.69,75.98,73.44,72.23,69.38,67.60,67.77,69.52,73.79,75.46,74.81,75.29,73.69,73.02,74.02,70.58,70.25,70.52
Luxembourg,,88.21,88.88,89.63,89.33,90.21,90.08,89.42,90.08,89.96,90.42,89.50,90.96,92.47,91.77,89.30,89.19,91.10,91.50,90.88,90.19,89.90,89.83,89.50,89.44,87.94,86.21,87.56,87.98,87.29,87.19,85.65,86.83,86.73,86.71,87.48,83.38,84.27,85.60
Madagascar,,48.71,50.88,48.75,48.96,51.63,51.71,51.92,46.04,48.50,51.63,52.13,52.79,58.99,64.92,65.22,63.10,66.53,60.27,60.42,60.10,60.60,61.73,62.23,61.63,59.46,59.33,60.54,61.73,62.54,57.94,61.63,64.17,64.75,64.31,65.13,63.79,63.52,63.10
Malawi,52.29,54.04,54.33,51.21,51.00,52.29,54.83,52.38,53.71,52.96,53.08,58.17,59.00,63.71,64.15,62.21,59.79,59.67,56.58,54.19,56.13,56.67,57.73,59.65,61.50,65.08,63.83,63.71,58.69,58.21,60.10,59.44,56.17,58.92,61.10,61.67,59.19,58.04,55.81
Malaysia,72.71,70.58,65.92,63.71,63.79,66.83,74.17,77.46,76.25,79.54,80.33,80.58,81.17,79.47,69.92,71.51,75.81,76.17,76.38,76.21,79.67,79.44,79.69,81.02,79.48,76.46,78.27,77.98,77.10,77.83,78.21,75.42,74.06,74.60,75.88,75.96,72.25,71.94,73.85
Mali,,38.67,38.25,38.38,39.00,43.17,45.08,45.38,45.25,52.42,54.04,54.00,55.33,58.80,64.48,67.18,65.35,60.90,58.27,58.33,58.90,63.65,63.31,64.25,64.00,63.69,64.65,66.23,63.65,61.90,61.42,60.67,63.50,60.96,60.69,60.52,59.98,59.63,58.44
Malta,,,65.06,65.38,66.58,66.63,66.67,69.75,80.08,81.00,82.92,83.63,85.42,84.93,80.54,80.85,79.21,78.30,78.69,79.50,79.98,80.38,79.52,78.04,80.08,79.19,76.63,77.44,75.25,75.15,75.25,75.23,78.25,80.17,80.94,80.19,74.10,74.56,75.02
Mexico,61.04,58.96,53.33,56.04,59.83,61.83,66.00,69.92,71.71,71.25,73.50,66.13,69.33,71.19,68.58,67.55,71.08,73.06,70.42,71.17,74.31,75.85,75.83,78.10,76.44,69.58,72.79,73.96,72.88,74.06,72.15,67.21,67.21,66.75,67.79,69.19,64.94,70.00,68.79
Moldova,,,,,,,,,,,,,,,,51.68,51.58,62.36,64.44,64.19,66.06,66.27,65.73,61.75,60.88,59.60,57.85,62.00,63.23,63.98,64.79,61.00,60.23,63.58,65.19,65.94,64.15,65.92,60.79
Mongolia,,,60.22,59.67,59.25,59.50,60.67,63.38,56.33,54.00,55.50,55.50,63.63,67.30,65.15,66.62,65.35,66.96,64.00,63.92,65.79,66.06,67.85,69.25,69.19,66.65,68.60,68.31,67.54,68.52,64.83,63.56,68.04,65.83,66.58,69.60,62.67,62.71,66.13
Morocco,48.79,46.17,44.17,44.92,49.75,57.33,56.92,55.13,68.71,69.71,73.13,72.25,70.38,70.50,71.13,72.03,71.35,72.00,71.79,74.31,76.50,74.63,75.67,73.06,73.10,73.27,72.58,70.35,70.17,67.29,68.02,67.92,69.85,70.13,69.40,69.58,65.04,67.44,65.27
