Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Libya,3.83,3.67,4.58,5.00,4.83,4.50,4.13,4.42,3.96,4.00,4.00,4.00,4.67,4.17,4.00,2.04,3.50,3.83,4.00,4.92,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Lithuania,,,,,,,,,,,,,,,,1.50,1.50,1.83,2.00,2.00,2.00,2.00,2.00,2.00,1.58,2.00,1.79,1.50,1.50,1.92,2.13,2.00,1.38,0.71,1.00,1.00,1.00,1.00,1.00
Luxembourg,,2.00,2.00,2.00,1.83,1.63,1.50,1.38,1.38,1.29,1.42,1.50,2.08,2.08,1.92,0.46,0.00,0.83,1.00,1.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Madagascar,,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.75,0.25,1.25,1.21,1.00,1.00,1.00,1.00,1.00,0.67,1.63,2.00,2.00,2.17,2.83,3.50,2.88,1.00,1.00,2.04,2.50,2.50,2.46,2.00
Malawi,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.71,1.00,1.29,1.63,1.83,2.00,2.00,2.00,2.00,0.00,0.00,0.75,1.46,1.00,1.00,0.58,0.00,0.00,0.58,1.00,1.00,1.00,1.13,1.50,1.50,1.00
Malaysia,2.17,2.08,3.29,3.63,3.29,2.58,2.33,2.21,2.25,3.04,3.25,3.00,2.04,1.67,2.00,2.96,3.50,3.33,3.50,3.04,3.46,3.50,2.63,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,2.75,3.50,3.50,3.50,3.50,3.50,3.50
Mali,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.71,0.75,0.29,1.50,3.33,2.92,2.13,2.00,2.00,2.00,2.00,2.50,2.00,2.00,2.00,2.08,3.08,3.38,3.00,2.08,2.00,2.00,1.54,0.13,0.00,0.00,0.00,0.00,0.00
Malta,,,5.00,5.00,4.83,4.42,4.17,3.58,3.50,3.50,3.63,3.79,3.50,3.50,3.50,3.50,3.50,3.33,3.50,3.50,3.21,3.00,3.00,2.54,3.08,3.50,3.50,3.50,0.50,0.50,0.50,0.46,0.50,0.42,0.00,1.00,1.00,1.00,1.00
Mexico,1.58,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.92,0.33,0.33,1.46,1.08,1.38,1.50,1.50,1.50,1.96,2.46,2.08,2.00,1.71,1.67,2.00,2.00,2.25,2.50,2.50,3.00,3.00,3.00,3.00,2.75,2.50,2.50,2.50,2.50
Moldova,,,,,,,,,,,,,,,,0.29,0.00,0.00,0.00,0.00,0.50,1.00,1.00,0.54,0.50,0.58,1.71,2.00,2.00,2.00,2.00,2.00,1.50,1.88,2.75,3.50,3.50,3.50,3.50
Mongolia,,,,,,,,,,,,,0.00,0.42,1.00,0.63,1.00,0.75,0.00,0.00,0.00,2.00,1.75,1.50,1.50,1.46,1.00,2.04,3.50,2.67,3.75,1.71,0.13,0.00,0.00,2.00,1.67,2.38,2.29
Morocco,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,3.25,3.33,2.63,2.50,3.33,3.17,3.50,3.50,3.50,3.96,4.33,4.04,4.00,4.00,3.75,3.50,3.63,3.63,3.50,3.13,3.00,2.21,3.25,3.50,3.50,3.50,3.50,3.75,3.88
Mozambique,,,,,,,,,,,,,0.00,0.42,3.00,3.13,3.00,3.00,3.00,3.00,3.00,3.33,3.50,2.13,2.00,2.04,2.54,2.83,2.50,2.04,1.54,1.88,1.63,1.75,2.38,2.50,2.50,2.79,2.71
Myanmar,0.00,0.00,0.00,0.00,0.71,2.58,4.75,3.25,1.21,1.04,1.29,2.21,1.83,0.96,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,3.33,3.17,3.17,2.83,2.00,1.46,2.08,2.17,2.13,2.88,3.38
Namibia,,,,,,,,,,,,,1.25,0.42,1.00,1.17,1.38,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,2.13,3.04,3.50,3.50,2.88,2.00,2.00,2.00,2.25,2.25,2.38,2.58,3.42
Netherlands,2.67,2.75,2.50,2.46,2.38,2.13,1.92,1.75,1.92,2.00,2.25,2.25,1.92,1.38,1.13,0.79,1.00,1.33,1.50,1.00,1.00,0.63,0.50,0.50,0.46,0.25,0.42,0.58,0.71,0.50,0.58,0.67,0.50,0.42,0.00,0.00,0.00,0.33,0.50
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
